,employeeno,trainings_attended,last_performance_score,targets_met,previous_award,training_score_average,no_of_previous_employers,promoted_or_not,age,working_for,is_female,schooled_abroad,is_married,was_disciplined,was_moved,division_Business Finance Operations,division_Commercial Sales and Marketing,division_Customer Support and Field Operations,division_Information Technology and Solution Support,division_Information and Strategy,division_People/HR Management,division_Regulatory and Legal services,division_Research and Innovation,division_Sourcing and Purchasing,channel_of_recruitment_Agency and others,channel_of_recruitment_Direct Internal process,channel_of_recruitment_Referral and Special candidates,qualification_First Degree or HND,"qualification_MSc, MBA and PhD",qualification_Non-University Education
188,YAK/S/00260,2,7.5,0,0,71,1,0,41,14,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
189,YAK/S/00262,3,7.5,0,0,80,5,0,36,10,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
190,YAK/S/00265,3,2.5,0,0,53,2,0,27,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
191,YAK/S/00270,3,5.0,0,0,41,4,0,32,8,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
192,YAK/S/00271,3,12.5,1,0,79,0,0,24,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
193,YAK/S/00272,2,12.5,0,0,51,0,0,33,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
194,YAK/S/00273,2,0.0,0,0,54,1,0,26,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
195,YAK/S/00274,2,7.5,0,0,52,1,0,34,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
196,YAK/S/00275,2,7.5,0,0,79,1,0,43,15,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
197,YAK/S/00277,2,5.0,0,0,39,1,0,24,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
198,YAK/S/00278,2,7.5,0,0,77,1,0,29,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
199,YAK/S/00281,2,7.5,0,0,42,0,0,38,12,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
200,YAK/S/00282,3,10.0,0,0,67,0,0,27,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
201,YAK/S/00283,3,12.5,1,0,79,0,0,29,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
202,YAK/S/00285,2,12.5,0,0,59,1,0,40,11,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
203,YAK/S/00286,2,12.5,1,0,57,3,0,28,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
204,YAK/S/00287,2,7.5,1,0,62,0,0,22,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
205,YAK/S/00288,2,7.5,0,0,48,3,0,33,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
206,YAK/S/00290,2,7.5,0,0,39,1,0,20,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
207,YAK/S/00292,3,7.5,0,0,50,0,0,37,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
208,YAK/S/00293,2,10.0,0,0,77,1,0,44,17,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
209,YAK/S/00294,2,5.0,0,0,69,0,0,27,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
210,YAK/S/00295,2,2.5,0,0,51,1,0,24,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
211,YAK/S/00296,2,10.0,0,0,53,1,0,33,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
212,YAK/S/00297,2,10.0,1,0,87,0,1,27,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
213,YAK/S/00298,2,5.0,0,0,71,1,0,28,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
214,YAK/S/00300,2,2.5,0,0,39,1,0,28,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
215,YAK/S/00302,2,12.5,1,0,68,0,0,44,10,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
216,YAK/S/00304,2,5.0,0,0,39,1,0,32,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
217,YAK/S/00305,3,12.5,1,0,78,2,0,30,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
218,YAK/S/00306,2,12.5,0,0,55,0,0,33,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
219,YAK/S/00307,2,10.0,1,0,58,1,0,34,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
220,YAK/S/00309,2,10.0,0,0,49,1,0,27,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
221,YAK/S/00310,2,7.5,1,0,59,1,0,31,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
222,YAK/S/00312,2,12.5,1,0,51,1,0,23,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
223,YAK/S/00313,5,5.0,0,0,60,1,0,39,9,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
224,YAK/S/00314,2,0.0,1,0,61,0,0,23,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
225,YAK/S/00315,2,2.5,0,1,71,0,0,48,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
226,YAK/S/00316,2,2.5,0,0,45,0,0,28,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
227,YAK/S/00317,2,0.0,0,0,73,6,0,26,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
228,YAK/S/00318,2,12.5,0,1,75,3,1,38,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
229,YAK/S/00320,2,12.5,1,0,73,3,0,33,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
230,YAK/S/00321,2,7.5,1,0,44,3,0,35,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
231,YAK/S/00322,2,7.5,0,0,67,0,1,32,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
232,YAK/S/00323,2,7.5,0,0,49,1,0,23,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
233,YAK/S/00327,5,12.5,1,0,52,1,0,29,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
234,YAK/S/00328,2,7.5,1,0,78,2,0,30,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
235,YAK/S/00330,2,7.5,0,0,73,1,0,55,19,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
236,YAK/S/00333,3,10.0,1,0,78,0,0,31,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
237,YAK/S/00334,2,7.5,0,0,78,0,0,39,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
238,YAK/S/00335,3,0.0,0,0,53,0,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
239,YAK/S/00336,2,12.5,0,1,76,1,1,30,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
240,YAK/S/00337,2,7.5,0,0,49,0,0,46,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
241,YAK/S/00338,2,7.5,0,0,50,2,0,39,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
242,YAK/S/00341,2,2.5,0,0,76,1,0,28,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
243,YAK/S/00343,2,12.5,0,0,34,1,0,42,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
244,YAK/S/00344,2,7.5,0,0,52,5,0,42,10,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
245,YAK/S/00345,2,10.0,1,0,88,0,1,28,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
246,YAK/S/00346,2,7.5,0,0,51,5,0,22,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
247,YAK/S/00347,2,2.5,0,0,41,0,0,38,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
248,YAK/S/00348,2,7.5,0,0,72,5,0,30,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
249,YAK/S/00349,2,12.5,0,0,45,0,0,38,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
250,YAK/S/00350,3,10.0,1,0,70,1,0,22,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
251,YAK/S/00351,2,10.0,0,0,56,2,1,43,15,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
252,YAK/S/00352,2,12.5,0,0,52,2,1,32,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
253,YAK/S/00353,2,10.0,1,0,52,0,0,56,18,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
254,YAK/S/00354,2,7.5,0,0,74,1,0,33,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
255,YAK/S/00355,2,10.0,0,0,43,0,0,22,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
256,YAK/S/00357,2,2.5,0,0,73,5,0,29,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
257,YAK/S/00359,2,7.5,0,0,39,0,0,42,14,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
258,YAK/S/00360,2,5.0,1,0,44,1,1,22,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
259,YAK/S/00361,3,5.0,0,0,61,1,0,32,10,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
260,YAK/S/00362,2,12.5,0,0,46,1,0,35,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
261,YAK/S/00365,2,12.5,1,0,49,1,0,31,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
262,YAK/S/00366,2,7.5,0,0,49,0,0,51,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
263,YAK/S/00368,2,5.0,0,0,41,2,0,28,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
264,YAK/S/00369,2,12.5,1,0,73,0,0,33,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
265,YAK/S/00371,2,7.5,0,0,53,1,0,43,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
266,YAK/S/00372,2,0.0,0,0,61,1,0,27,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
267,YAK/S/00373,3,7.5,0,0,45,1,0,29,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
268,YAK/S/00374,3,7.5,0,0,72,3,0,32,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
269,YAK/S/00375,2,0.0,1,0,78,0,0,22,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
270,YAK/S/00377,2,7.5,1,0,39,1,0,35,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
271,YAK/S/00378,2,7.5,0,0,40,1,0,40,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
272,YAK/S/00381,2,7.5,0,0,49,2,0,48,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
273,YAK/S/00382,2,0.0,0,0,53,0,0,26,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
274,YAK/S/00384,3,5.0,0,0,38,1,0,40,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
275,YAK/S/00385,2,7.5,0,0,53,1,0,32,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
276,YAK/S/00386,2,12.5,1,0,46,0,0,32,8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
277,YAK/S/00387,2,0.0,0,0,54,1,0,27,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
278,YAK/S/00388,2,10.0,1,0,51,3,0,30,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
279,YAK/S/00389,2,12.5,0,0,53,1,0,25,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
280,YAK/S/00391,2,7.5,0,0,75,0,0,44,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
281,YAK/S/00392,2,7.5,1,0,41,3,1,35,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
282,YAK/S/00393,2,10.0,0,0,44,1,0,46,13,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
283,YAK/S/00396,2,2.5,0,0,40,0,0,31,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
284,YAK/S/00398,2,7.5,0,0,43,1,0,21,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
285,YAK/S/00399,2,7.5,0,0,78,1,0,30,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
286,YAK/S/00401,2,10.0,0,0,52,0,0,38,13,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
287,YAK/S/00402,2,5.0,0,0,62,3,0,41,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
288,YAK/S/00403,2,7.5,0,0,52,5,0,36,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
289,YAK/S/00405,2,12.5,1,0,57,2,0,47,20,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
290,YAK/S/00406,2,2.5,0,0,42,0,0,30,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
291,YAK/S/00408,2,7.5,0,0,79,1,0,53,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
292,YAK/S/00409,2,7.5,0,0,42,1,0,33,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
293,YAK/S/00410,2,10.0,1,0,51,1,0,34,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
294,YAK/S/00411,2,12.5,1,0,37,1,0,27,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
295,YAK/S/00412,2,7.5,1,0,64,3,0,44,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
296,YAK/S/00414,2,12.5,0,0,32,0,0,49,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
297,YAK/S/00415,2,7.5,0,0,46,1,0,35,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
298,YAK/S/00421,4,7.5,0,0,73,0,0,27,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
299,YAK/S/00422,2,7.5,0,0,71,1,0,28,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
300,YAK/S/00424,2,10.0,0,0,82,1,0,47,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
301,YAK/S/00425,2,5.0,0,0,40,0,0,34,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
302,YAK/S/00426,2,2.5,0,0,63,1,0,31,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
303,YAK/S/00427,4,7.5,0,0,41,0,0,50,25,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
304,YAK/S/00429,2,7.5,0,0,48,0,0,35,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
305,YAK/S/00431,2,0.0,1,0,44,0,0,22,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
306,YAK/S/00433,2,12.5,1,0,51,1,1,33,10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
307,YAK/S/00435,2,12.5,1,0,63,0,0,31,9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
308,YAK/S/00438,2,5.0,0,0,51,0,0,36,8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
309,YAK/S/00440,2,7.5,1,0,54,1,0,29,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
310,YAK/S/00442,4,7.5,0,0,55,3,0,22,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
311,YAK/S/00443,3,12.5,1,0,69,1,0,35,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
312,YAK/S/00444,2,12.5,1,0,38,0,1,30,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
313,YAK/S/00447,2,12.5,0,0,37,1,0,55,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
314,YAK/S/00449,2,2.5,0,0,62,2,0,40,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
315,YAK/S/00450,2,7.5,0,1,57,0,1,43,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
316,YAK/S/00451,2,7.5,1,0,53,0,0,39,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
317,YAK/S/00452,2,2.5,0,0,66,3,0,39,11,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
318,YAK/S/00453,2,2.5,0,0,42,1,0,32,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
319,YAK/S/00454,2,12.5,0,0,44,1,0,45,18,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
320,YAK/S/00455,2,12.5,1,0,43,0,0,31,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
321,YAK/S/00461,2,7.5,0,0,41,0,0,43,17,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
322,YAK/S/00462,2,7.5,0,0,46,2,0,29,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
323,YAK/S/00464,2,2.5,0,0,42,5,0,44,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
324,YAK/S/00467,4,7.5,0,0,78,0,0,33,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
325,YAK/S/00468,3,5.0,0,0,44,1,0,31,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
326,YAK/S/00469,2,10.0,1,0,47,1,0,36,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
327,YAK/S/00470,2,7.5,0,0,72,2,0,37,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
328,YAK/S/00471,2,7.5,0,0,42,1,0,28,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
329,YAK/S/00474,2,2.5,0,0,42,1,0,32,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
330,YAK/S/00475,2,7.5,1,0,58,1,0,36,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
331,YAK/S/00476,2,0.0,1,0,47,1,0,22,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
332,YAK/S/00477,2,7.5,0,0,79,0,1,43,16,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
333,YAK/S/00478,2,2.5,0,0,45,0,0,38,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
334,YAK/S/00479,3,7.5,0,0,62,1,0,30,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
335,YAK/S/00480,3,7.5,0,0,40,1,0,27,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
336,YAK/S/00481,2,10.0,0,0,51,1,0,37,11,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
337,YAK/S/00482,2,7.5,0,0,72,1,0,30,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
338,YAK/S/00483,3,10.0,1,0,50,4,0,55,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
339,YAK/S/00484,2,7.5,1,0,64,0,0,34,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
340,YAK/S/00485,2,2.5,0,0,38,2,0,32,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
341,YAK/S/00486,2,12.5,1,0,42,0,0,31,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
342,YAK/S/00487,2,5.0,1,0,73,0,0,37,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
343,YAK/S/00488,3,10.0,0,0,51,1,0,30,8,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
344,YAK/S/00489,2,7.5,0,0,69,1,0,29,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
345,YAK/S/00490,2,2.5,1,0,44,1,0,29,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
346,YAK/S/00491,2,7.5,0,0,60,0,0,23,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
347,YAK/S/00492,2,12.5,1,0,42,5,0,41,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
348,YAK/S/00493,2,0.0,0,0,57,0,0,23,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
349,YAK/S/00494,2,2.5,0,0,60,0,0,48,16,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
350,YAK/S/00497,2,2.5,0,0,43,5,0,30,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
351,YAK/S/00499,2,12.5,0,0,47,0,0,28,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
352,YAK/S/00501,3,10.0,1,0,62,0,0,44,19,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
353,YAK/S/00503,2,12.5,1,0,51,0,1,31,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
354,YAK/S/00504,2,10.0,0,0,51,1,0,28,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
355,YAK/S/00505,3,12.5,1,0,63,0,0,31,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
356,YAK/S/00506,2,10.0,0,0,44,1,0,26,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
357,YAK/S/00507,2,7.5,0,0,76,1,0,36,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
358,YAK/S/00508,2,5.0,1,0,41,3,1,32,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
359,YAK/S/00510,3,7.5,0,0,65,0,0,28,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
360,YAK/S/00511,2,5.0,0,0,52,0,0,27,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
361,YAK/S/00512,2,7.5,0,0,75,0,0,28,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
362,YAK/S/00513,2,10.0,0,0,42,0,0,36,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
363,YAK/S/00514,4,7.5,0,0,52,1,0,38,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
364,YAK/S/00515,2,10.0,0,0,78,1,0,27,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
365,YAK/S/00516,2,10.0,0,0,39,3,0,51,25,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
366,YAK/S/00518,3,0.0,0,0,74,1,0,26,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
367,YAK/S/00519,2,0.0,1,0,76,1,0,24,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
368,YAK/S/00520,2,7.5,0,0,57,1,0,26,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
369,YAK/S/00523,2,0.0,1,0,78,0,0,27,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
370,YAK/S/00524,2,7.5,0,0,75,1,0,29,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
371,YAK/S/00527,2,7.5,0,0,54,0,0,23,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
372,YAK/S/00528,2,5.0,1,0,70,1,0,25,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
373,YAK/S/00530,2,12.5,1,0,83,0,1,34,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
374,YAK/S/00531,3,12.5,1,0,83,0,1,33,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
375,YAK/S/00534,2,12.5,1,0,67,1,0,35,9,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
376,YAK/S/00535,3,2.5,0,0,72,1,0,33,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
377,YAK/S/00536,2,2.5,0,0,46,1,0,28,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
378,YAK/S/00538,2,10.0,0,0,75,1,0,43,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
379,YAK/S/00539,2,7.5,1,0,63,0,0,34,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
380,YAK/S/00540,2,7.5,0,0,42,1,0,35,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
